year,gender,offense,state,value
2017,Unknown,arson,MO,7
2018,Unknown,arson,MO,14
2010,Male,violent-crime,MO,6016
2011,Male,violent-crime,MO,6082
2012,Male,violent-crime,MO,6268
2013,Male,violent-crime,MO,6188
2014,Male,violent-crime,MO,6000
2015,Male,violent-crime,MO,6750
2016,Male,violent-crime,MO,7555
2017,Male,violent-crime,MO,7987
2018,Male,violent-crime,MO,7631
2010,Female,violent-crime,MO,1042
2011,Female,violent-crime,MO,1060
2012,Female,violent-crime,MO,1154
2013,Female,violent-crime,MO,1207
2014,Female,violent-crime,MO,1308
2015,Female,violent-crime,MO,1490
2016,Female,violent-crime,MO,1666
2017,Female,violent-crime,MO,1898
2018,Female,violent-crime,MO,1953
2010,Unknown,violent-crime,MO,605
2011,Unknown,violent-crime,MO,627
2012,Unknown,violent-crime,MO,600
2013,Unknown,violent-crime,MO,574
2014,Unknown,violent-crime,MO,580
2015,Unknown,violent-crime,MO,617
2016,Unknown,violent-crime,MO,805
2017,Unknown,violent-crime,MO,860
2018,Unknown,violent-crime,MO,847
2010,Male,property-crime,MO,8691
2011,Male,property-crime,MO,9477
2012,Male,property-crime,MO,10683
2013,Male,property-crime,MO,10406
2014,Male,property-crime,MO,10084
2015,Male,property-crime,MO,9795
2016,Male,property-crime,MO,9990
2017,Male,property-crime,MO,11244
2018,Male,property-crime,MO,12928
2010,Female,property-crime,MO,3451
2011,Female,property-crime,MO,3729
2012,Female,property-crime,MO,4258
2013,Female,property-crime,MO,4113
2014,Female,property-crime,MO,4062
2015,Female,property-crime,MO,4440
2016,Female,property-crime,MO,4493
2017,Female,property-crime,MO,4754
2018,Female,property-crime,MO,6564
2010,Unknown,property-crime,MO,22254
2011,Unknown,property-crime,MO,20692
2012,Unknown,property-crime,MO,17330
2013,Unknown,property-crime,MO,1071
2014,Unknown,property-crime,MO,1056
2015,Unknown,property-crime,MO,1275
2016,Unknown,property-crime,MO,1296
2017,Unknown,property-crime,MO,1323
2018,Unknown,property-crime,MO,2033
2010,Male,aggravated-assault,MS,52
2011,Male,aggravated-assault,MS,96
2012,Male,aggravated-assault,MS,95
2013,Male,aggravated-assault,MS,142
2014,Male,aggravated-assault,MS,109
2015,Male,aggravated-assault,MS,186
2016,Male,aggravated-assault,MS,184
2017,Male,aggravated-assault,MS,232
2018,Male,aggravated-assault,MS,436
2010,Female,aggravated-assault,MS,9
2011,Female,aggravated-assault,MS,21
2012,Female,aggravated-assault,MS,23
2013,Female,aggravated-assault,MS,37
2014,Female,aggravated-assault,MS,33
2015,Female,aggravated-assault,MS,55
2016,Female,aggravated-assault,MS,35
2017,Female,aggravated-assault,MS,40
2018,Female,aggravated-assault,MS,81
2010,Unknown,aggravated-assault,MS,2
2011,Unknown,aggravated-assault,MS,2
2012,Unknown,aggravated-assault,MS,5
2013,Unknown,aggravated-assault,MS,8
2014,Unknown,aggravated-assault,MS,5
2015,Unknown,aggravated-assault,MS,8
2016,Unknown,aggravated-assault,MS,14
2017,Unknown,aggravated-assault,MS,12
2018,Unknown,aggravated-assault,MS,31
2010,Male,burglary,MS,328
2011,Male,burglary,MS,526
2012,Male,burglary,MS,628
2013,Male,burglary,MS,520
2014,Male,burglary,MS,609
2015,Male,burglary,MS,775
2016,Male,burglary,MS,779
2017,Male,burglary,MS,741
2018,Male,burglary,MS,1003
2010,Female,burglary,MS,31
2011,Female,burglary,MS,55
2012,Female,burglary,MS,96
2013,Female,burglary,MS,87
2014,Female,burglary,MS,94
2015,Female,burglary,MS,116
2016,Female,burglary,MS,147
2017,Female,burglary,MS,138
2018,Female,burglary,MS,179
2010,Unknown,burglary,MS,791
2011,Unknown,burglary,MS,1117
2012,Unknown,burglary,MS,1281
2013,Unknown,burglary,MS,1223
2014,Unknown,burglary,MS,1216
2015,Unknown,burglary,MS,1125
2016,Unknown,burglary,MS,1105
2017,Unknown,burglary,MS,1174
2018,Unknown,burglary,MS,1413
2010,Male,larceny,MS,1175
2011,Male,larceny,MS,1500
2012,Male,larceny,MS,1903
2013,Male,larceny,MS,2044
2014,Male,larceny,MS,2310
2015,Male,larceny,MS,2817
2016,Male,larceny,MS,2979
2017,Male,larceny,MS,3037
2018,Male,larceny,MS,4572
2010,Female,larceny,MS,631
2011,Female,larceny,MS,964
2012,Female,larceny,MS,1257
2013,Female,larceny,MS,1429
2014,Female,larceny,MS,1601
2015,Female,larceny,MS,1486
2016,Female,larceny,MS,1602
2017,Female,larceny,MS,1840
2018,Female,larceny,MS,2966
2010,Unknown,larceny,MS,1470
2011,Unknown,larceny,MS,1770
2012,Unknown,larceny,MS,1670
2013,Unknown,larceny,MS,2079
2014,Unknown,larceny,MS,2138
2015,Unknown,larceny,MS,1916
2016,Unknown,larceny,MS,1809
2017,Unknown,larceny,MS,2009
2018,Unknown,larceny,MS,2498
2010,Male,motor-vehicle-theft,MS,80
2011,Male,motor-vehicle-theft,MS,93
2012,Male,motor-vehicle-theft,MS,147
2013,Male,motor-vehicle-theft,MS,167
2014,Male,motor-vehicle-theft,MS,117
2015,Male,motor-vehicle-theft,MS,229
2016,Male,motor-vehicle-theft,MS,267
2017,Male,motor-vehicle-theft,MS,311
2018,Male,motor-vehicle-theft,MS,528
2010,Female,motor-vehicle-theft,MS,8
2011,Female,motor-vehicle-theft,MS,25
2012,Female,motor-vehicle-theft,MS,35
2013,Female,motor-vehicle-theft,MS,42
2014,Female,motor-vehicle-theft,MS,39
2015,Female,motor-vehicle-theft,MS,84
2016,Female,motor-vehicle-theft,MS,116
2017,Female,motor-vehicle-theft,MS,128
2018,Female,motor-vehicle-theft,MS,192
2010,Unknown,motor-vehicle-theft,MS,120
2011,Unknown,motor-vehicle-theft,MS,146
2012,Unknown,motor-vehicle-theft,MS,180
2013,Unknown,motor-vehicle-theft,MS,184
2014,Unknown,motor-vehicle-theft,MS,212
2015,Unknown,motor-vehicle-theft,MS,220
2016,Unknown,motor-vehicle-theft,MS,215
2017,Unknown,motor-vehicle-theft,MS,228
2018,Unknown,motor-vehicle-theft,MS,302
2010,Male,homicide,MS,9
2011,Male,homicide,MS,22
2012,Male,homicide,MS,8
2013,Male,homicide,MS,12
2014,Male,homicide,MS,19
2015,Male,homicide,MS,19
2016,Male,homicide,MS,18
2017,Male,homicide,MS,14
2018,Male,homicide,MS,17
2010,Female,homicide,MS,3
2011,Female,homicide,MS,2
2012,Female,homicide,MS,0
2013,Female,homicide,MS,0
2014,Female,homicide,MS,0
2015,Female,homicide,MS,3
2016,Female,homicide,MS,0
2017,Female,homicide,MS,3
2018,Female,homicide,MS,4
2010,Unknown,homicide,MS,2
2011,Unknown,homicide,MS,3
2012,Unknown,homicide,MS,0
2013,Unknown,homicide,MS,0
2014,Unknown,homicide,MS,3
2015,Unknown,homicide,MS,1
2016,Unknown,homicide,MS,2
2017,Unknown,homicide,MS,1
2018,Unknown,homicide,MS,2
2010,Male,rape,MS,32
2011,Male,rape,MS,58
2012,Male,rape,MS,58
2013,Male,rape,MS,72
2014,Male,rape,MS,77
2015,Male,rape,MS,88
2016,Male,rape,MS,83
2017,Male,rape,MS,97
2018,Male,rape,MS,124
2010,Female,rape,MS,0
2011,Female,rape,MS,0
2012,Female,rape,MS,1
2013,Female,rape,MS,1
2014,Female,rape,MS,0
2015,Female,rape,MS,2
2016,Female,rape,MS,1
2017,Female,rape,MS,1
2018,Female,rape,MS,3
2010,Unknown,rape,MS,0
2011,Unknown,rape,MS,0
2012,Unknown,rape,MS,1
2013,Unknown,rape,MS,0
2014,Unknown,rape,MS,1
2015,Unknown,rape,MS,0
2016,Unknown,rape,MS,0
2017,Unknown,rape,MS,3
2018,Unknown,rape,MS,3
2010,Male,robbery,MS,114
2011,Male,robbery,MS,234
2012,Male,robbery,MS,271
2013,Male,robbery,MS,283
2014,Male,robbery,MS,308
2015,Male,robbery,MS,315
2016,Male,robbery,MS,339
2017,Male,robbery,MS,331
2018,Male,robbery,MS,368
2010,Female,robbery,MS,5
2011,Female,robbery,MS,16
2012,Female,robbery,MS,16
2013,Female,robbery,MS,22
2014,Female,robbery,MS,37
2015,Female,robbery,MS,29
2016,Female,robbery,MS,35
2017,Female,robbery,MS,27
2018,Female,robbery,MS,49
2010,Unknown,robbery,MS,2
2011,Unknown,robbery,MS,9
2012,Unknown,robbery,MS,3
2013,Unknown,robbery,MS,8
2014,Unknown,robbery,MS,14
2015,Unknown,robbery,MS,8
2016,Unknown,robbery,MS,10
2017,Unknown,robbery,MS,18
2018,Unknown,robbery,MS,33
2010,Male,arson,MS,6
2011,Male,arson,MS,6
2012,Male,arson,MS,4
2013,Male,arson,MS,11
2014,Male,arson,MS,17
2015,Male,arson,MS,27
2016,Male,arson,MS,30
2017,Male,arson,MS,14
2018,Male,arson,MS,22
2010,Female,arson,MS,1
2011,Female,arson,MS,2
2012,Female,arson,MS,2
2013,Female,arson,MS,3
2014,Female,arson,MS,5
2015,Female,arson,MS,7
2016,Female,arson,MS,5
2017,Female,arson,MS,4
2018,Female,arson,MS,8
2010,Unknown,arson,MS,10
2011,Unknown,arson,MS,8
2012,Unknown,arson,MS,17
2013,Unknown,arson,MS,18
2014,Unknown,arson,MS,24
2015,Unknown,arson,MS,16
2016,Unknown,arson,MS,16
2017,Unknown,arson,MS,12
2018,Unknown,arson,MS,12
2010,Male,violent-crime,MS,207
2011,Male,violent-crime,MS,410
2012,Male,violent-crime,MS,432
2013,Male,violent-crime,MS,509
2014,Male,violent-crime,MS,513
2015,Male,violent-crime,MS,608
2016,Male,violent-crime,MS,624
2017,Male,violent-crime,MS,674
2018,Male,violent-crime,MS,945
2010,Female,violent-crime,MS,17
2011,Female,violent-crime,MS,39
2012,Female,violent-crime,MS,40
2013,Female,violent-crime,MS,60
2014,Female,violent-crime,MS,70
2015,Female,violent-crime,MS,89
2016,Female,violent-crime,MS,71
2017,Female,violent-crime,MS,71
2018,Female,violent-crime,MS,137
2010,Unknown,violent-crime,MS,6
2011,Unknown,violent-crime,MS,14
2012,Unknown,violent-crime,MS,9
2013,Unknown,violent-crime,MS,16
2014,Unknown,violent-crime,MS,23
2015,Unknown,violent-crime,MS,17
2016,Unknown,violent-crime,MS,26
2017,Unknown,violent-crime,MS,34
2018,Unknown,violent-crime,MS,69
2010,Male,property-crime,MS,1589
2011,Male,property-crime,MS,2125
2012,Male,property-crime,MS,2682
2013,Male,property-crime,MS,2742
2014,Male,property-crime,MS,3053
2015,Male,property-crime,MS,3848
2016,Male,property-crime,MS,4055
2017,Male,property-crime,MS,4103
2018,Male,property-crime,MS,6125
2010,Female,property-crime,MS,671
2011,Female,property-crime,MS,1046
2012,Female,property-crime,MS,1390
2013,Female,property-crime,MS,1561
2014,Female,property-crime,MS,1739
2015,Female,property-crime,MS,1693
2016,Female,property-crime,MS,1870
2017,Female,property-crime,MS,2110
2018,Female,property-crime,MS,3345
2010,Unknown,property-crime,MS,2391
2011,Unknown,property-crime,MS,3041
2012,Unknown,property-crime,MS,3148
2013,Unknown,property-crime,MS,3504
2014,Unknown,property-crime,MS,3590
2015,Unknown,property-crime,MS,3277
2016,Unknown,property-crime,MS,3145
2017,Unknown,property-crime,MS,3423
2018,Unknown,property-crime,MS,4225
2010,Male,aggravated-assault,MT,1504
2011,Male,aggravated-assault,MT,1387
2012,Male,aggravated-assault,MT,1445
2013,Male,aggravated-assault,MT,1381
2014,Male,aggravated-assault,MT,1441
2015,Male,aggravated-assault,MT,1828
2016,Male,aggravated-assault,MT,1841
2017,Male,aggravated-assault,MT,1949
2018,Male,aggravated-assault,MT,1920
2010,Female,aggravated-assault,MT,388
2011,Female,aggravated-assault,MT,416
2012,Female,aggravated-assault,MT,452
2013,Female,aggravated-assault,MT,468
2014,Female,aggravated-assault,MT,423
2015,Female,aggravated-assault,MT,509
2016,Female,aggravated-assault,MT,532
2017,Female,aggravated-assault,MT,554
2018,Female,aggravated-assault,MT,570
2010,Unknown,aggravated-assault,MT,14
2011,Unknown,aggravated-assault,MT,38
2012,Unknown,aggravated-assault,MT,36
2013,Unknown,aggravated-assault,MT,38
2014,Unknown,aggravated-assault,MT,66
2015,Unknown,aggravated-assault,MT,50
2016,Unknown,aggravated-assault,MT,73
2017,Unknown,aggravated-assault,MT,45
2018,Unknown,aggravated-assault,MT,66
2010,Male,burglary,MT,1341
2011,Male,burglary,MT,1085
2012,Male,burglary,MT,1357
2013,Male,burglary,MT,1300
2014,Male,burglary,MT,1234
2015,Male,burglary,MT,1803
2016,Male,burglary,MT,1608
2017,Male,burglary,MT,1374
2018,Male,burglary,MT,1214
2010,Female,burglary,MT,307
2011,Female,burglary,MT,305
2012,Female,burglary,MT,364
2013,Female,burglary,MT,414
2014,Female,burglary,MT,366
2015,Female,burglary,MT,467
2016,Female,burglary,MT,465
2017,Female,burglary,MT,438
2018,Female,burglary,MT,413
2010,Unknown,burglary,MT,1160
2011,Unknown,burglary,MT,1120
2012,Unknown,burglary,MT,1255
2013,Unknown,burglary,MT,1098
2014,Unknown,burglary,MT,1109
2015,Unknown,burglary,MT,1031
2016,Unknown,burglary,MT,1402
2017,Unknown,burglary,MT,1328
2018,Unknown,burglary,MT,1138
2010,Male,larceny,MT,6789
2011,Male,larceny,MT,6341
2012,Male,larceny,MT,6919
2013,Male,larceny,MT,6737
2014,Male,larceny,MT,6918
2015,Male,larceny,MT,9646
2016,Male,larceny,MT,7976
2017,Male,larceny,MT,7929
2018,Male,larceny,MT,6960
2010,Female,larceny,MT,3736
2011,Female,larceny,MT,3823
2012,Female,larceny,MT,4205
2013,Female,larceny,MT,4251
2014,Female,larceny,MT,4286
2015,Female,larceny,MT,4692
2016,Female,larceny,MT,4675
2017,Female,larceny,MT,5132
2018,Female,larceny,MT,4848
2010,Unknown,larceny,MT,5671
2011,Unknown,larceny,MT,5391
2012,Unknown,larceny,MT,5599
2013,Unknown,larceny,MT,3995
2014,Unknown,larceny,MT,5155
2015,Unknown,larceny,MT,3754
2016,Unknown,larceny,MT,5391
2017,Unknown,larceny,MT,5366
2018,Unknown,larceny,MT,5018
2010,Male,motor-vehicle-theft,MT,622
2011,Male,motor-vehicle-theft,MT,521
2012,Male,motor-vehicle-theft,MT,630
2013,Male,motor-vehicle-theft,MT,686
2014,Male,motor-vehicle-theft,MT,829
2015,Male,motor-vehicle-theft,MT,1463
2016,Male,motor-vehicle-theft,MT,1220
2017,Male,motor-vehicle-theft,MT,1085
2018,Male,motor-vehicle-theft,MT,1225
2010,Female,motor-vehicle-theft,MT,194
2011,Female,motor-vehicle-theft,MT,167
2012,Female,motor-vehicle-theft,MT,222
2013,Female,motor-vehicle-theft,MT,260
2014,Female,motor-vehicle-theft,MT,329
2015,Female,motor-vehicle-theft,MT,414
2016,Female,motor-vehicle-theft,MT,537
2017,Female,motor-vehicle-theft,MT,551
2018,Female,motor-vehicle-theft,MT,543
2010,Unknown,motor-vehicle-theft,MT,446
2011,Unknown,motor-vehicle-theft,MT,413
2012,Unknown,motor-vehicle-theft,MT,502
2013,Unknown,motor-vehicle-theft,MT,492
2014,Unknown,motor-vehicle-theft,MT,632
2015,Unknown,motor-vehicle-theft,MT,494
2016,Unknown,motor-vehicle-theft,MT,798
2017,Unknown,motor-vehicle-theft,MT,880
2018,Unknown,motor-vehicle-theft,MT,836
2010,Male,homicide,MT,22
2011,Male,homicide,MT,17
2012,Male,homicide,MT,19
2013,Male,homicide,MT,17
2014,Male,homicide,MT,24
2015,Male,homicide,MT,31
2016,Male,homicide,MT,19
2017,Male,homicide,MT,27
2018,Male,homicide,MT,28
2010,Female,homicide,MT,2
2011,Female,homicide,MT,3
2012,Female,homicide,MT,2
2013,Female,homicide,MT,4
2014,Female,homicide,MT,8
2015,Female,homicide,MT,9
2016,Female,homicide,MT,7
2017,Female,homicide,MT,6
2018,Female,homicide,MT,4
2010,Unknown,homicide,MT,0
2011,Unknown,homicide,MT,1
2012,Unknown,homicide,MT,0
2013,Unknown,homicide,MT,0
2014,Unknown,homicide,MT,1
2015,Unknown,homicide,MT,0
2016,Unknown,homicide,MT,0
2017,Unknown,homicide,MT,1
2018,Unknown,homicide,MT,1
2010,Male,rape,MT,314
2011,Male,rape,MT,340
2012,Male,rape,MT,370
2013,Male,rape,MT,390
2014,Male,rape,MT,439
2015,Male,rape,MT,516
2016,Male,rape,MT,551
2017,Male,rape,MT,598
2018,Male,rape,MT,503
2010,Female,rape,MT,11
2011,Female,rape,MT,6
2012,Female,rape,MT,10
2013,Female,rape,MT,23
2014,Female,rape,MT,20
2015,Female,rape,MT,31
2016,Female,rape,MT,33
2017,Female,rape,MT,33
2018,Female,rape,MT,29
2010,Unknown,rape,MT,12
2011,Unknown,rape,MT,21
2012,Unknown,rape,MT,31
2013,Unknown,rape,MT,12
2014,Unknown,rape,MT,32
2015,Unknown,rape,MT,19
2016,Unknown,rape,MT,14
2017,Unknown,rape,MT,8
2018,Unknown,rape,MT,14
2010,Male,robbery,MT,155
2011,Male,robbery,MT,152
2012,Male,robbery,MT,189
2013,Male,robbery,MT,167
2014,Male,robbery,MT,158
2015,Male,robbery,MT,208
2016,Male,robbery,MT,202
2017,Male,robbery,MT,220
2018,Male,robbery,MT,224
2010,Female,robbery,MT,30
2011,Female,robbery,MT,41
2012,Female,robbery,MT,32
2013,Female,robbery,MT,40
2014,Female,robbery,MT,50
2015,Female,robbery,MT,45
2016,Female,robbery,MT,43
2017,Female,robbery,MT,50
2018,Female,robbery,MT,80
2010,Unknown,robbery,MT,35
2011,Unknown,robbery,MT,36
2012,Unknown,robbery,MT,46
2013,Unknown,robbery,MT,64
2014,Unknown,robbery,MT,50
2015,Unknown,robbery,MT,17
2016,Unknown,robbery,MT,54
2017,Unknown,robbery,MT,8
2018,Unknown,robbery,MT,33
2010,Male,arson,MT,93
2011,Male,arson,MT,84
2012,Male,arson,MT,105
2013,Male,arson,MT,77
2014,Male,arson,MT,76
2015,Male,arson,MT,93
2016,Male,arson,MT,96
2017,Male,arson,MT,105
2018,Male,arson,MT,63
2010,Female,arson,MT,17
2011,Female,arson,MT,22
2012,Female,arson,MT,18
2013,Female,arson,MT,12
2014,Female,arson,MT,13
2015,Female,arson,MT,18
2016,Female,arson,MT,23
2017,Female,arson,MT,23
2018,Female,arson,MT,27
2010,Unknown,arson,MT,28
2011,Unknown,arson,MT,28
2012,Unknown,arson,MT,51
2013,Unknown,arson,MT,15
2014,Unknown,arson,MT,22
2015,Unknown,arson,MT,16
2016,Unknown,arson,MT,41
2017,Unknown,arson,MT,35
2018,Unknown,arson,MT,20
2010,Male,violent-crime,MT,1995
2011,Male,violent-crime,MT,1896
2012,Male,violent-crime,MT,2023
2013,Male,violent-crime,MT,1955
2014,Male,violent-crime,MT,2062
2015,Male,violent-crime,MT,2583
2016,Male,violent-crime,MT,2613
2017,Male,violent-crime,MT,2794
2018,Male,violent-crime,MT,2675
2010,Female,violent-crime,MT,431
2011,Female,violent-crime,MT,466
2012,Female,violent-crime,MT,496
2013,Female,violent-crime,MT,535
2014,Female,violent-crime,MT,501
2015,Female,violent-crime,MT,594
2016,Female,violent-crime,MT,615
2017,Female,violent-crime,MT,643
2018,Female,violent-crime,MT,683
2010,Unknown,violent-crime,MT,61
2011,Unknown,violent-crime,MT,96
2012,Unknown,violent-crime,MT,113
2013,Unknown,violent-crime,MT,114
2014,Unknown,violent-crime,MT,149
2015,Unknown,violent-crime,MT,86
2016,Unknown,violent-crime,MT,141
2017,Unknown,violent-crime,MT,62
2018,Unknown,violent-crime,MT,114
2010,Male,property-crime,MT,8845
2011,Male,property-crime,MT,8031
2012,Male,property-crime,MT,9011
2013,Male,property-crime,MT,8800
2014,Male,property-crime,MT,9057
2015,Male,property-crime,MT,13005
2016,Male,property-crime,MT,10900
2017,Male,property-crime,MT,10493
2018,Male,property-crime,MT,9462
2010,Female,property-crime,MT,4254
2011,Female,property-crime,MT,4317
2012,Female,property-crime,MT,4809
2013,Female,property-crime,MT,4937
2014,Female,property-crime,MT,4994
2015,Female,property-crime,MT,5591
2016,Female,property-crime,MT,5700
2017,Female,property-crime,MT,6144
2018,Female,property-crime,MT,5831
2010,Unknown,property-crime,MT,7305
2011,Unknown,property-crime,MT,6952
2012,Unknown,property-crime,MT,7407
2013,Unknown,property-crime,MT,5600
2014,Unknown,property-crime,MT,6918
2015,Unknown,property-crime,MT,5295
2016,Unknown,property-crime,MT,7632
2017,Unknown,property-crime,MT,7609
2018,Unknown,property-crime,MT,7012
2010,Male,aggravated-assault,NE,386
2011,Male,aggravated-assault,NE,322
2012,Male,aggravated-assault,NE,309
2013,Male,aggravated-assault,NE,328
2014,Male,aggravated-assault,NE,515
2015,Male,aggravated-assault,NE,553
2016,Male,aggravated-assault,NE,625
2017,Male,aggravated-assault,NE,738
2018,Male,aggravated-assault,NE,750
2010,Female,aggravated-assault,NE,79
2011,Female,aggravated-assault,NE,82
2012,Female,aggravated-assault,NE,68
2013,Female,aggravated-assault,NE,75
2014,Female,aggravated-assault,NE,128
2015,Female,aggravated-assault,NE,139
2016,Female,aggravated-assault,NE,174
2017,Female,aggravated-assault,NE,181
2018,Female,aggravated-assault,NE,202
2010,Unknown,aggravated-assault,NE,16
2011,Unknown,aggravated-assault,NE,10
2012,Unknown,aggravated-assault,NE,11
2013,Unknown,aggravated-assault,NE,10
2014,Unknown,aggravated-assault,NE,7
2015,Unknown,aggravated-assault,NE,13
2016,Unknown,aggravated-assault,NE,13
2017,Unknown,aggravated-assault,NE,11
2018,Unknown,aggravated-assault,NE,11
2010,Male,burglary,NE,924
2011,Male,burglary,NE,1006
2012,Male,burglary,NE,912
2013,Male,burglary,NE,1006
2014,Male,burglary,NE,827
2015,Male,burglary,NE,714
2016,Male,burglary,NE,792
2017,Male,burglary,NE,882
2018,Male,burglary,NE,726
2010,Female,burglary,NE,165
2011,Female,burglary,NE,207
2012,Female,burglary,NE,207
2013,Female,burglary,NE,218
2014,Female,burglary,NE,238
2015,Female,burglary,NE,319
2016,Female,burglary,NE,209
2017,Female,burglary,NE,211
2018,Female,burglary,NE,197
2010,Unknown,burglary,NE,192
2011,Unknown,burglary,NE,209
2012,Unknown,burglary,NE,160
2013,Unknown,burglary,NE,157
2014,Unknown,burglary,NE,156
2015,Unknown,burglary,NE,186
2016,Unknown,burglary,NE,120
2017,Unknown,burglary,NE,153
2018,Unknown,burglary,NE,163
2010,Male,larceny,NE,3449
2011,Male,larceny,NE,3622
2012,Male,larceny,NE,3733
2013,Male,larceny,NE,3505
2014,Male,larceny,NE,3342
2015,Male,larceny,NE,3464
2016,Male,larceny,NE,3563
2017,Male,larceny,NE,3801
2018,Male,larceny,NE,3696
2010,Female,larceny,NE,1815
2011,Female,larceny,NE,1783
2012,Female,larceny,NE,2037
2013,Female,larceny,NE,2049
2014,Female,larceny,NE,2127
2015,Female,larceny,NE,2141
2016,Female,larceny,NE,2250
2017,Female,larceny,NE,2403
2018,Female,larceny,NE,2193
2010,Unknown,larceny,NE,957
2011,Unknown,larceny,NE,1051
2012,Unknown,larceny,NE,887
2013,Unknown,larceny,NE,762
2014,Unknown,larceny,NE,829
2015,Unknown,larceny,NE,806
2016,Unknown,larceny,NE,841
2017,Unknown,larceny,NE,947
2018,Unknown,larceny,NE,1104
2010,Male,motor-vehicle-theft,NE,274
2011,Male,motor-vehicle-theft,NE,269
2012,Male,motor-vehicle-theft,NE,311
2013,Male,motor-vehicle-theft,NE,336
2014,Male,motor-vehicle-theft,NE,312
2015,Male,motor-vehicle-theft,NE,333
2016,Male,motor-vehicle-theft,NE,465
2017,Male,motor-vehicle-theft,NE,503
2018,Male,motor-vehicle-theft,NE,583
2010,Female,motor-vehicle-theft,NE,79
2011,Female,motor-vehicle-theft,NE,77
2012,Female,motor-vehicle-theft,NE,82
2013,Female,motor-vehicle-theft,NE,94
2014,Female,motor-vehicle-theft,NE,94
2015,Female,motor-vehicle-theft,NE,114
2016,Female,motor-vehicle-theft,NE,138
2017,Female,motor-vehicle-theft,NE,176
2018,Female,motor-vehicle-theft,NE,184
2010,Unknown,motor-vehicle-theft,NE,96
2011,Unknown,motor-vehicle-theft,NE,122
2012,Unknown,motor-vehicle-theft,NE,97
2013,Unknown,motor-vehicle-theft,NE,97
2014,Unknown,motor-vehicle-theft,NE,86
2015,Unknown,motor-vehicle-theft,NE,88
2016,Unknown,motor-vehicle-theft,NE,109
2017,Unknown,motor-vehicle-theft,NE,153
2018,Unknown,motor-vehicle-theft,NE,157
2010,Male,homicide,NE,7
2011,Male,homicide,NE,10
2012,Male,homicide,NE,3
2013,Male,homicide,NE,5
2014,Male,homicide,NE,11
2015,Male,homicide,NE,6
2016,Male,homicide,NE,4
2017,Male,homicide,NE,12
2018,Male,homicide,NE,12
2010,Female,homicide,NE,3
2011,Female,homicide,NE,1
2012,Female,homicide,NE,0
2013,Female,homicide,NE,1
2014,Female,homicide,NE,0
2015,Female,homicide,NE,1
2016,Female,homicide,NE,1
2017,Female,homicide,NE,1
2018,Female,homicide,NE,3
2010,Unknown,homicide,NE,0
2011,Unknown,homicide,NE,0
2012,Unknown,homicide,NE,1
2013,Unknown,homicide,NE,0
2014,Unknown,homicide,NE,0
2015,Unknown,homicide,NE,0
2016,Unknown,homicide,NE,0
2017,Unknown,homicide,NE,0
2018,Unknown,homicide,NE,0
2010,Male,rape,NE,291
2011,Male,rape,NE,269
2012,Male,rape,NE,306
2013,Male,rape,NE,255
2014,Male,rape,NE,271
2015,Male,rape,NE,300
2016,Male,rape,NE,318
2017,Male,rape,NE,400
2018,Male,rape,NE,431
2010,Female,rape,NE,15
2011,Female,rape,NE,6
2012,Female,rape,NE,9
2013,Female,rape,NE,7
2014,Female,rape,NE,19
2015,Female,rape,NE,12
2016,Female,rape,NE,21
2017,Female,rape,NE,22
2018,Female,rape,NE,14
2010,Unknown,rape,NE,10
2011,Unknown,rape,NE,13
2012,Unknown,rape,NE,14
2013,Unknown,rape,NE,3
2014,Unknown,rape,NE,9
2015,Unknown,rape,NE,18
2016,Unknown,rape,NE,12
2017,Unknown,rape,NE,12
2018,Unknown,rape,NE,10
2010,Male,robbery,NE,83
2011,Male,robbery,NE,95
2012,Male,robbery,NE,84
2013,Male,robbery,NE,99
2014,Male,robbery,NE,120
2015,Male,robbery,NE,126
2016,Male,robbery,NE,108
2017,Male,robbery,NE,145
2018,Male,robbery,NE,126
2010,Female,robbery,NE,12
2011,Female,robbery,NE,12
2012,Female,robbery,NE,7
2013,Female,robbery,NE,13
2014,Female,robbery,NE,21
2015,Female,robbery,NE,14
2016,Female,robbery,NE,13
2017,Female,robbery,NE,29
2018,Female,robbery,NE,40
2010,Unknown,robbery,NE,10
2011,Unknown,robbery,NE,9
2012,Unknown,robbery,NE,8
2013,Unknown,robbery,NE,11
2014,Unknown,robbery,NE,9
2015,Unknown,robbery,NE,9
2016,Unknown,robbery,NE,13
2017,Unknown,robbery,NE,13
2018,Unknown,robbery,NE,11
2010,Male,arson,NE,58
2011,Male,arson,NE,42
2012,Male,arson,NE,41
2013,Male,arson,NE,57
2014,Male,arson,NE,30
2015,Male,arson,NE,39
2016,Male,arson,NE,36
2017,Male,arson,NE,43
2018,Male,arson,NE,25
2010,Female,arson,NE,10
2011,Female,arson,NE,10
2012,Female,arson,NE,19
2013,Female,arson,NE,6
2014,Female,arson,NE,4
2015,Female,arson,NE,7
2016,Female,arson,NE,12
2017,Female,arson,NE,4
2018,Female,arson,NE,7
2010,Unknown,arson,NE,8
2011,Unknown,arson,NE,6
2012,Unknown,arson,NE,6
2013,Unknown,arson,NE,3
2014,Unknown,arson,NE,1
2015,Unknown,arson,NE,4
2016,Unknown,arson,NE,4
2017,Unknown,arson,NE,7
2018,Unknown,arson,NE,11
2010,Male,violent-crime,NE,767
2011,Male,violent-crime,NE,696
2012,Male,violent-crime,NE,702
2013,Male,violent-crime,NE,687
