state,year,race,offense,offenders
KS,2012,Black or African American,robbery,736
KS,2013,Black or African American,robbery,637
KS,2014,Black or African American,robbery,685
KS,2015,Black or African American,robbery,1050
KS,2016,Black or African American,robbery,850
KS,2017,Black or African American,robbery,812
KS,2018,Black or African American,robbery,763
KS,2010,American Indian or Alaska Native,robbery,5
KS,2011,American Indian or Alaska Native,robbery,4
KS,2012,American Indian or Alaska Native,robbery,10
KS,2013,American Indian or Alaska Native,robbery,9
KS,2014,American Indian or Alaska Native,robbery,7
KS,2015,American Indian or Alaska Native,robbery,3
KS,2016,American Indian or Alaska Native,robbery,4
KS,2017,American Indian or Alaska Native,robbery,3
KS,2018,American Indian or Alaska Native,robbery,3
KS,2010,White,robbery,723
KS,2011,White,robbery,568
KS,2012,White,robbery,602
KS,2013,White,robbery,590
KS,2014,White,robbery,535
KS,2015,White,robbery,646
KS,2016,White,robbery,702
KS,2017,White,robbery,710
KS,2018,White,robbery,639
KS,2010,Unknown,robbery,106
KS,2011,Unknown,robbery,136
KS,2012,Unknown,robbery,180
KS,2013,Unknown,robbery,126
KS,2014,Unknown,robbery,103
KS,2015,Unknown,robbery,137
KS,2016,Unknown,robbery,126
KS,2017,Unknown,robbery,145
KS,2018,Unknown,robbery,138
KS,2010,Asian,arson,7
KS,2011,Asian,arson,0
KS,2012,Asian,arson,1
KS,2013,Asian,arson,1
KS,2014,Asian,arson,2
KS,2015,Asian,arson,0
KS,2016,Asian,arson,3
KS,2017,Asian,arson,0
KS,2018,Asian,arson,2
KS,2010,Native Hawaiian,arson,0
KS,2011,Native Hawaiian,arson,0
KS,2012,Native Hawaiian,arson,0
KS,2013,Native Hawaiian,arson,0
KS,2014,Native Hawaiian,arson,0
KS,2015,Native Hawaiian,arson,0
KS,2016,Native Hawaiian,arson,0
KS,2017,Native Hawaiian,arson,0
KS,2018,Native Hawaiian,arson,0
KS,2010,Black or African American,arson,45
KS,2011,Black or African American,arson,42
KS,2012,Black or African American,arson,43
KS,2013,Black or African American,arson,41
KS,2014,Black or African American,arson,47
KS,2015,Black or African American,arson,47
KS,2016,Black or African American,arson,53
KS,2017,Black or African American,arson,49
KS,2018,Black or African American,arson,60
KS,2010,American Indian or Alaska Native,arson,2
KS,2011,American Indian or Alaska Native,arson,2
KS,2012,American Indian or Alaska Native,arson,2
KS,2013,American Indian or Alaska Native,arson,1
KS,2014,American Indian or Alaska Native,arson,1
KS,2015,American Indian or Alaska Native,arson,0
KS,2016,American Indian or Alaska Native,arson,1
KS,2017,American Indian or Alaska Native,arson,2
KS,2018,American Indian or Alaska Native,arson,0
KS,2010,White,arson,255
KS,2011,White,arson,278
KS,2012,White,arson,253
KS,2013,White,arson,223
KS,2014,White,arson,249
KS,2015,White,arson,226
KS,2016,White,arson,232
KS,2017,White,arson,209
KS,2018,White,arson,237
KS,2010,Unknown,arson,58
KS,2011,Unknown,arson,49
KS,2012,Unknown,arson,61
KS,2013,Unknown,arson,34
KS,2014,Unknown,arson,30
KS,2015,Unknown,arson,45
KS,2016,Unknown,arson,21
KS,2017,Unknown,arson,34
KS,2018,Unknown,arson,32
KS,2010,Asian,violent-crime,59
KS,2011,Asian,violent-crime,88
KS,2012,Asian,violent-crime,73
KS,2013,Asian,violent-crime,54
KS,2014,Asian,violent-crime,57
KS,2015,Asian,violent-crime,63
KS,2016,Asian,violent-crime,57
KS,2017,Asian,violent-crime,58
KS,2018,Asian,violent-crime,56
KS,2010,Native Hawaiian,violent-crime,0
KS,2011,Native Hawaiian,violent-crime,0
KS,2012,Native Hawaiian,violent-crime,0
KS,2013,Native Hawaiian,violent-crime,0
KS,2014,Native Hawaiian,violent-crime,0
KS,2015,Native Hawaiian,violent-crime,0
KS,2016,Native Hawaiian,violent-crime,0
KS,2017,Native Hawaiian,violent-crime,0
KS,2018,Native Hawaiian,violent-crime,0
KS,2010,Black or African American,violent-crime,2400
KS,2011,Black or African American,violent-crime,2510
KS,2012,Black or African American,violent-crime,2489
KS,2013,Black or African American,violent-crime,2328
KS,2014,Black or African American,violent-crime,2389
KS,2015,Black or African American,violent-crime,2853
KS,2016,Black or African American,violent-crime,2888
KS,2017,Black or African American,violent-crime,2896
KS,2018,Black or African American,violent-crime,2986
KS,2010,American Indian or Alaska Native,violent-crime,79
KS,2011,American Indian or Alaska Native,violent-crime,72
KS,2012,American Indian or Alaska Native,violent-crime,75
KS,2013,American Indian or Alaska Native,violent-crime,62
KS,2014,American Indian or Alaska Native,violent-crime,51
KS,2015,American Indian or Alaska Native,violent-crime,42
KS,2016,American Indian or Alaska Native,violent-crime,33
KS,2017,American Indian or Alaska Native,violent-crime,32
KS,2018,American Indian or Alaska Native,violent-crime,45
KS,2010,White,violent-crime,6143
KS,2011,White,violent-crime,5611
KS,2012,White,violent-crime,5837
KS,2013,White,violent-crime,5300
KS,2014,White,violent-crime,5036
KS,2015,White,violent-crime,5320
KS,2016,White,violent-crime,5364
KS,2017,White,violent-crime,5785
KS,2018,White,violent-crime,5945
KS,2010,Unknown,violent-crime,537
KS,2011,Unknown,violent-crime,533
KS,2012,Unknown,violent-crime,603
KS,2013,Unknown,violent-crime,520
KS,2014,Unknown,violent-crime,467
KS,2015,Unknown,violent-crime,570
KS,2016,Unknown,violent-crime,585
KS,2017,Unknown,violent-crime,614
KS,2018,Unknown,violent-crime,672
KS,2010,Asian,property-crime,227
KS,2011,Asian,property-crime,254
KS,2012,Asian,property-crime,175
KS,2013,Asian,property-crime,211
KS,2014,Asian,property-crime,152
KS,2015,Asian,property-crime,190
KS,2016,Asian,property-crime,139
KS,2017,Asian,property-crime,152
KS,2018,Asian,property-crime,134
KS,2010,Native Hawaiian,property-crime,0
KS,2011,Native Hawaiian,property-crime,0
KS,2012,Native Hawaiian,property-crime,0
KS,2013,Native Hawaiian,property-crime,0
KS,2014,Native Hawaiian,property-crime,0
KS,2015,Native Hawaiian,property-crime,0
KS,2016,Native Hawaiian,property-crime,0
KS,2017,Native Hawaiian,property-crime,0
KS,2018,Native Hawaiian,property-crime,0
KS,2010,Black or African American,property-crime,6476
KS,2011,Black or African American,property-crime,6654
KS,2012,Black or African American,property-crime,7126
KS,2013,Black or African American,property-crime,6571
KS,2014,Black or African American,property-crime,6415
KS,2015,Black or African American,property-crime,6472
KS,2016,Black or African American,property-crime,6608
KS,2017,Black or African American,property-crime,7217
KS,2018,Black or African American,property-crime,7270
KS,2010,American Indian or Alaska Native,property-crime,197
KS,2011,American Indian or Alaska Native,property-crime,213
KS,2012,American Indian or Alaska Native,property-crime,216
KS,2013,American Indian or Alaska Native,property-crime,222
KS,2014,American Indian or Alaska Native,property-crime,165
KS,2015,American Indian or Alaska Native,property-crime,118
KS,2016,American Indian or Alaska Native,property-crime,146
KS,2017,American Indian or Alaska Native,property-crime,115
KS,2018,American Indian or Alaska Native,property-crime,127
KS,2010,White,property-crime,23392
KS,2011,White,property-crime,23959
KS,2012,White,property-crime,25578
KS,2013,White,property-crime,24323
KS,2014,White,property-crime,22175
KS,2015,White,property-crime,21367
KS,2016,White,property-crime,21635
KS,2017,White,property-crime,22212
KS,2018,White,property-crime,20410
KS,2010,Unknown,property-crime,6054
KS,2011,Unknown,property-crime,5387
KS,2012,Unknown,property-crime,6174
KS,2013,Unknown,property-crime,5608
KS,2014,Unknown,property-crime,3742
KS,2015,Unknown,property-crime,2494
KS,2016,Unknown,property-crime,3495
KS,2017,Unknown,property-crime,3905
KS,2018,Unknown,property-crime,3972
KY,2010,Asian,aggravated-assault,4
KY,2011,Asian,aggravated-assault,8
KY,2012,Asian,aggravated-assault,10
KY,2013,Asian,aggravated-assault,9
KY,2014,Asian,aggravated-assault,2
KY,2015,Asian,aggravated-assault,16
KY,2016,Asian,aggravated-assault,13
KY,2017,Asian,aggravated-assault,13
KY,2018,Asian,aggravated-assault,25
KY,2010,Native Hawaiian,aggravated-assault,0
KY,2011,Native Hawaiian,aggravated-assault,0
KY,2012,Native Hawaiian,aggravated-assault,0
KY,2013,Native Hawaiian,aggravated-assault,0
KY,2014,Native Hawaiian,aggravated-assault,0
KY,2015,Native Hawaiian,aggravated-assault,0
KY,2016,Native Hawaiian,aggravated-assault,0
KY,2017,Native Hawaiian,aggravated-assault,0
KY,2018,Native Hawaiian,aggravated-assault,0
KY,2010,Black or African American,aggravated-assault,347
KY,2011,Black or African American,aggravated-assault,458
KY,2012,Black or African American,aggravated-assault,557
KY,2013,Black or African American,aggravated-assault,605
KY,2014,Black or African American,aggravated-assault,972
KY,2015,Black or African American,aggravated-assault,1678
KY,2016,Black or African American,aggravated-assault,1762
KY,2017,Black or African American,aggravated-assault,1799
KY,2018,Black or African American,aggravated-assault,1658
KY,2010,American Indian or Alaska Native,aggravated-assault,0
KY,2011,American Indian or Alaska Native,aggravated-assault,1
KY,2012,American Indian or Alaska Native,aggravated-assault,0
KY,2013,American Indian or Alaska Native,aggravated-assault,1
KY,2014,American Indian or Alaska Native,aggravated-assault,1
KY,2015,American Indian or Alaska Native,aggravated-assault,7
KY,2016,American Indian or Alaska Native,aggravated-assault,2
KY,2017,American Indian or Alaska Native,aggravated-assault,3
KY,2018,American Indian or Alaska Native,aggravated-assault,1
KY,2010,White,aggravated-assault,1538
KY,2011,White,aggravated-assault,1636
KY,2012,White,aggravated-assault,1749
KY,2013,White,aggravated-assault,1631
KY,2014,White,aggravated-assault,1979
KY,2015,White,aggravated-assault,2439
KY,2016,White,aggravated-assault,2527
KY,2017,White,aggravated-assault,2559
KY,2018,White,aggravated-assault,2420
KY,2010,Unknown,aggravated-assault,28
KY,2011,Unknown,aggravated-assault,33
KY,2012,Unknown,aggravated-assault,37
KY,2013,Unknown,aggravated-assault,41
KY,2014,Unknown,aggravated-assault,57
KY,2015,Unknown,aggravated-assault,72
KY,2016,Unknown,aggravated-assault,72
KY,2017,Unknown,aggravated-assault,99
KY,2018,Unknown,aggravated-assault,81
KY,2010,Asian,burglary,8
KY,2011,Asian,burglary,19
KY,2012,Asian,burglary,23
KY,2013,Asian,burglary,18
KY,2014,Asian,burglary,20
KY,2015,Asian,burglary,16
KY,2016,Asian,burglary,12
KY,2017,Asian,burglary,17
KY,2018,Asian,burglary,9
KY,2010,Native Hawaiian,burglary,0
KY,2011,Native Hawaiian,burglary,0
KY,2012,Native Hawaiian,burglary,0
KY,2013,Native Hawaiian,burglary,0
KY,2014,Native Hawaiian,burglary,0
KY,2015,Native Hawaiian,burglary,0
KY,2016,Native Hawaiian,burglary,0
KY,2017,Native Hawaiian,burglary,0
KY,2018,Native Hawaiian,burglary,0
KY,2010,Black or African American,burglary,906
KY,2011,Black or African American,burglary,1204
KY,2012,Black or African American,burglary,1444
KY,2013,Black or African American,burglary,1451
KY,2014,Black or African American,burglary,2377
KY,2015,Black or African American,burglary,2472
KY,2016,Black or African American,burglary,2471
KY,2017,Black or African American,burglary,2393
KY,2018,Black or African American,burglary,1971
KY,2010,American Indian or Alaska Native,burglary,6
KY,2011,American Indian or Alaska Native,burglary,3
KY,2012,American Indian or Alaska Native,burglary,0
KY,2013,American Indian or Alaska Native,burglary,4
KY,2014,American Indian or Alaska Native,burglary,2
KY,2015,American Indian or Alaska Native,burglary,3
KY,2016,American Indian or Alaska Native,burglary,5
KY,2017,American Indian or Alaska Native,burglary,6
KY,2018,American Indian or Alaska Native,burglary,2
KY,2010,White,burglary,5762
KY,2011,White,burglary,6905
KY,2012,White,burglary,7177
KY,2013,White,burglary,6275
KY,2014,White,burglary,7167
KY,2015,White,burglary,7492
KY,2016,White,burglary,7171
KY,2017,White,burglary,7117
KY,2018,White,burglary,6222
KY,2010,Unknown,burglary,218
KY,2011,Unknown,burglary,290
KY,2012,Unknown,burglary,228
KY,2013,Unknown,burglary,224
KY,2014,Unknown,burglary,549
KY,2015,Unknown,burglary,565
KY,2016,Unknown,burglary,388
KY,2017,Unknown,burglary,438
KY,2018,Unknown,burglary,409
KY,2010,Asian,larceny,56
KY,2011,Asian,larceny,66
KY,2012,Asian,larceny,93
KY,2013,Asian,larceny,89
KY,2014,Asian,larceny,103
KY,2015,Asian,larceny,115
KY,2016,Asian,larceny,76
KY,2017,Asian,larceny,123
KY,2018,Asian,larceny,67
KY,2010,Native Hawaiian,larceny,0
KY,2011,Native Hawaiian,larceny,0
KY,2012,Native Hawaiian,larceny,0
KY,2013,Native Hawaiian,larceny,0
KY,2014,Native Hawaiian,larceny,0
KY,2015,Native Hawaiian,larceny,0
KY,2016,Native Hawaiian,larceny,0
KY,2017,Native Hawaiian,larceny,0
KY,2018,Native Hawaiian,larceny,0
KY,2010,Black or African American,larceny,2636
KY,2011,Black or African American,larceny,3689
KY,2012,Black or African American,larceny,4973
KY,2013,Black or African American,larceny,5456
KY,2014,Black or African American,larceny,7219
KY,2015,Black or African American,larceny,9310
KY,2016,Black or African American,larceny,9024
KY,2017,Black or African American,larceny,9306
KY,2018,Black or African American,larceny,8937
KY,2010,American Indian or Alaska Native,larceny,14
KY,2011,American Indian or Alaska Native,larceny,13
KY,2012,American Indian or Alaska Native,larceny,11
KY,2013,American Indian or Alaska Native,larceny,8
KY,2014,American Indian or Alaska Native,larceny,22
KY,2015,American Indian or Alaska Native,larceny,31
KY,2016,American Indian or Alaska Native,larceny,23
KY,2017,American Indian or Alaska Native,larceny,24
KY,2018,American Indian or Alaska Native,larceny,20
KY,2010,White,larceny,17049
KY,2011,White,larceny,21935
KY,2012,White,larceny,25603
KY,2013,White,larceny,25445
KY,2014,White,larceny,28763
KY,2015,White,larceny,32006
KY,2016,White,larceny,29742
KY,2017,White,larceny,28194
KY,2018,White,larceny,25715
KY,2010,Unknown,larceny,649
KY,2011,Unknown,larceny,792
KY,2012,Unknown,larceny,767
KY,2013,Unknown,larceny,748
KY,2014,Unknown,larceny,1050
KY,2015,Unknown,larceny,1223
KY,2016,Unknown,larceny,1259
KY,2017,Unknown,larceny,1272
KY,2018,Unknown,larceny,1194
KY,2010,Asian,motor-vehicle-theft,1
KY,2011,Asian,motor-vehicle-theft,7
KY,2012,Asian,motor-vehicle-theft,4
KY,2013,Asian,motor-vehicle-theft,5
KY,2014,Asian,motor-vehicle-theft,13
KY,2015,Asian,motor-vehicle-theft,9
KY,2016,Asian,motor-vehicle-theft,18
KY,2017,Asian,motor-vehicle-theft,12
KY,2018,Asian,motor-vehicle-theft,7
KY,2010,Native Hawaiian,motor-vehicle-theft,0
KY,2011,Native Hawaiian,motor-vehicle-theft,0
KY,2012,Native Hawaiian,motor-vehicle-theft,0
KY,2013,Native Hawaiian,motor-vehicle-theft,0
KY,2014,Native Hawaiian,motor-vehicle-theft,0
KY,2015,Native Hawaiian,motor-vehicle-theft,0
KY,2016,Native Hawaiian,motor-vehicle-theft,0
KY,2017,Native Hawaiian,motor-vehicle-theft,0
KY,2018,Native Hawaiian,motor-vehicle-theft,0
KY,2010,Black or African American,motor-vehicle-theft,241
KY,2011,Black or African American,motor-vehicle-theft,320
KY,2012,Black or African American,motor-vehicle-theft,425
KY,2013,Black or African American,motor-vehicle-theft,472
KY,2014,Black or African American,motor-vehicle-theft,1002
KY,2015,Black or African American,motor-vehicle-theft,1505
KY,2016,Black or African American,motor-vehicle-theft,1991
KY,2017,Black or African American,motor-vehicle-theft,1750
KY,2018,Black or African American,motor-vehicle-theft,1614
KY,2010,American Indian or Alaska Native,motor-vehicle-theft,0
KY,2011,American Indian or Alaska Native,motor-vehicle-theft,1
KY,2012,American Indian or Alaska Native,motor-vehicle-theft,0
KY,2013,American Indian or Alaska Native,motor-vehicle-theft,2
KY,2014,American Indian or Alaska Native,motor-vehicle-theft,2
KY,2015,American Indian or Alaska Native,motor-vehicle-theft,5
KY,2016,American Indian or Alaska Native,motor-vehicle-theft,4
KY,2017,American Indian or Alaska Native,motor-vehicle-theft,5
KY,2018,American Indian or Alaska Native,motor-vehicle-theft,3
KY,2010,White,motor-vehicle-theft,1176
KY,2011,White,motor-vehicle-theft,1445
KY,2012,White,motor-vehicle-theft,1658
KY,2013,White,motor-vehicle-theft,1500
KY,2014,White,motor-vehicle-theft,2098
KY,2015,White,motor-vehicle-theft,2551
KY,2016,White,motor-vehicle-theft,3577
KY,2017,White,motor-vehicle-theft,4157
KY,2018,White,motor-vehicle-theft,4250
KY,2010,Unknown,motor-vehicle-theft,50
KY,2011,Unknown,motor-vehicle-theft,71
KY,2012,Unknown,motor-vehicle-theft,69
KY,2013,Unknown,motor-vehicle-theft,58
KY,2014,Unknown,motor-vehicle-theft,131
KY,2015,Unknown,motor-vehicle-theft,149
KY,2016,Unknown,motor-vehicle-theft,212
KY,2017,Unknown,motor-vehicle-theft,239
KY,2018,Unknown,motor-vehicle-theft,220
KY,2010,Asian,homicide,0
KY,2011,Asian,homicide,1
KY,2012,Asian,homicide,0
KY,2013,Asian,homicide,0
KY,2014,Asian,homicide,1
KY,2015,Asian,homicide,1
KY,2016,Asian,homicide,0
KY,2017,Asian,homicide,0
KY,2018,Asian,homicide,0
KY,2010,Native Hawaiian,homicide,0
KY,2011,Native Hawaiian,homicide,0
KY,2012,Native Hawaiian,homicide,0
KY,2013,Native Hawaiian,homicide,0
KY,2014,Native Hawaiian,homicide,0
KY,2015,Native Hawaiian,homicide,0
KY,2016,Native Hawaiian,homicide,0
KY,2017,Native Hawaiian,homicide,0
KY,2018,Native Hawaiian,homicide,0
KY,2010,Black or African American,homicide,8
KY,2011,Black or African American,homicide,17
KY,2012,Black or African American,homicide,33
KY,2013,Black or African American,homicide,29
KY,2014,Black or African American,homicide,67
KY,2015,Black or African American,homicide,66
KY,2016,Black or African American,homicide,129
KY,2017,Black or African American,homicide,108
KY,2018,Black or African American,homicide,72
KY,2010,American Indian or Alaska Native,homicide,0
KY,2011,American Indian or Alaska Native,homicide,0
KY,2012,American Indian or Alaska Native,homicide,0
KY,2013,American Indian or Alaska Native,homicide,0
KY,2014,American Indian or Alaska Native,homicide,0
KY,2015,American Indian or Alaska Native,homicide,1
KY,2016,American Indian or Alaska Native,homicide,1
KY,2017,American Indian or Alaska Native,homicide,0
KY,2018,American Indian or Alaska Native,homicide,0
KY,2010,White,homicide,89
KY,2011,White,homicide,80
KY,2012,White,homicide,115
KY,2013,White,homicide,84
KY,2014,White,homicide,89
KY,2015,White,homicide,116
KY,2016,White,homicide,125
KY,2017,White,homicide,151
KY,2018,White,homicide,139
KY,2010,Unknown,homicide,0
KY,2011,Unknown,homicide,1
KY,2012,Unknown,homicide,2
KY,2013,Unknown,homicide,1
KY,2014,Unknown,homicide,3
KY,2015,Unknown,homicide,4
KY,2016,Unknown,homicide,2
KY,2017,Unknown,homicide,2
KY,2018,Unknown,homicide,5
KY,2010,Asian,rape,2
KY,2011,Asian,rape,7
KY,2012,Asian,rape,4
KY,2013,Asian,rape,3
KY,2014,Asian,rape,12
KY,2015,Asian,rape,5
KY,2016,Asian,rape,10
KY,2017,Asian,rape,3
KY,2018,Asian,rape,17
KY,2010,Native Hawaiian,rape,0
KY,2011,Native Hawaiian,rape,0
KY,2012,Native Hawaiian,rape,0
KY,2013,Native Hawaiian,rape,0
KY,2014,Native Hawaiian,rape,0
KY,2015,Native Hawaiian,rape,0
KY,2016,Native Hawaiian,rape,0
KY,2017,Native Hawaiian,rape,0
KY,2018,Native Hawaiian,rape,0
KY,2010,Black or African American,rape,288
KY,2011,Black or African American,rape,347
KY,2012,Black or African American,rape,346
KY,2013,Black or African American,rape,313
KY,2014,Black or African American,rape,356
KY,2015,Black or African American,rape,451
KY,2016,Black or African American,rape,519
KY,2017,Black or African American,rape,569
KY,2018,Black or African American,rape,512
KY,2010,American Indian or Alaska Native,rape,6
KY,2011,American Indian or Alaska Native,rape,2
KY,2012,American Indian or Alaska Native,rape,1
KY,2013,American Indian or Alaska Native,rape,1
KY,2014,American Indian or Alaska Native,rape,1
KY,2015,American Indian or Alaska Native,rape,3
KY,2016,American Indian or Alaska Native,rape,2
KY,2017,American Indian or Alaska Native,rape,4
KY,2018,American Indian or Alaska Native,rape,4
KY,2010,White,rape,1438
KY,2011,White,rape,1557
KY,2012,White,rape,1445
KY,2013,White,rape,1339
KY,2014,White,rape,1295
KY,2015,White,rape,1390
KY,2016,White,rape,1453
KY,2017,White,rape,1568
KY,2018,White,rape,1433
KY,2010,Unknown,rape,74
KY,2011,Unknown,rape,88
KY,2012,Unknown,rape,76
KY,2013,Unknown,rape,85
KY,2014,Unknown,rape,100
KY,2015,Unknown,rape,87
KY,2016,Unknown,rape,107
KY,2017,Unknown,rape,128
KY,2018,Unknown,rape,165
KY,2010,Asian,robbery,3
KY,2011,Asian,robbery,2
KY,2012,Asian,robbery,6
KY,2013,Asian,robbery,2
KY,2014,Asian,robbery,8
KY,2015,Asian,robbery,11
KY,2016,Asian,robbery,3
KY,2017,Asian,robbery,3
KY,2018,Asian,robbery,5
KY,2010,Native Hawaiian,robbery,0
KY,2011,Native Hawaiian,robbery,0
KY,2012,Native Hawaiian,robbery,0
KY,2013,Native Hawaiian,robbery,0
KY,2014,Native Hawaiian,robbery,0
KY,2015,Native Hawaiian,robbery,0
KY,2016,Native Hawaiian,robbery,0
KY,2017,Native Hawaiian,robbery,0
KY,2018,Native Hawaiian,robbery,0
KY,2010,Black or African American,robbery,548
KY,2011,Black or African American,robbery,676
KY,2012,Black or African American,robbery,1199
KY,2013,Black or African American,robbery,1055
KY,2014,Black or African American,robbery,1648
KY,2015,Black or African American,robbery,2222
KY,2016,Black or African American,robbery,2214
KY,2017,Black or African American,robbery,1906
KY,2018,Black or African American,robbery,1448
KY,2010,American Indian or Alaska Native,robbery,2
KY,2011,American Indian or Alaska Native,robbery,1
KY,2012,American Indian or Alaska Native,robbery,2
KY,2013,American Indian or Alaska Native,robbery,0
KY,2014,American Indian or Alaska Native,robbery,0
KY,2015,American Indian or Alaska Native,robbery,1
KY,2016,American Indian or Alaska Native,robbery,2
KY,2017,American Indian or Alaska Native,robbery,2
KY,2018,American Indian or Alaska Native,robbery,1
KY,2010,White,robbery,817
KY,2011,White,robbery,1049
KY,2012,White,robbery,1156
KY,2013,White,robbery,1012
KY,2014,White,robbery,1223
KY,2015,White,robbery,1421
KY,2016,White,robbery,1495
KY,2017,White,robbery,1259
KY,2018,White,robbery,1034
KY,2010,Unknown,robbery,39
KY,2011,Unknown,robbery,43
KY,2012,Unknown,robbery,49
KY,2013,Unknown,robbery,63
KY,2014,Unknown,robbery,54
KY,2015,Unknown,robbery,89
KY,2016,Unknown,robbery,84
KY,2017,Unknown,robbery,76
KY,2018,Unknown,robbery,66
KY,2010,Asian,arson,1
KY,2011,Asian,arson,0
KY,2012,Asian,arson,0
KY,2013,Asian,arson,0
KY,2014,Asian,arson,0
KY,2015,Asian,arson,1
KY,2016,Asian,arson,0
KY,2017,Asian,arson,0
KY,2018,Asian,arson,0
KY,2010,Native Hawaiian,arson,0
KY,2011,Native Hawaiian,arson,0
KY,2012,Native Hawaiian,arson,0
KY,2013,Native Hawaiian,arson,0
KY,2014,Native Hawaiian,arson,0
KY,2015,Native Hawaiian,arson,0
KY,2016,Native Hawaiian,arson,0
KY,2017,Native Hawaiian,arson,0
KY,2018,Native Hawaiian,arson,0
KY,2010,Black or African American,arson,20
KY,2011,Black or African American,arson,22
KY,2012,Black or African American,arson,35
KY,2013,Black or African American,arson,32
KY,2014,Black or African American,arson,23
KY,2015,Black or African American,arson,33
KY,2016,Black or African American,arson,28
KY,2017,Black or African American,arson,27
KY,2018,Black or African American,arson,18
KY,2010,American Indian or Alaska Native,arson,0
KY,2011,American Indian or Alaska Native,arson,0
KY,2012,American Indian or Alaska Native,arson,1
KY,2013,American Indian or Alaska Native,arson,0
KY,2014,American Indian or Alaska Native,arson,0
KY,2015,American Indian or Alaska Native,arson,0
KY,2016,American Indian or Alaska Native,arson,0
KY,2017,American Indian or Alaska Native,arson,0
KY,2018,American Indian or Alaska Native,arson,0
KY,2010,White,arson,173
KY,2011,White,arson,185
KY,2012,White,arson,222
KY,2013,White,arson,176
KY,2014,White,arson,172
KY,2015,White,arson,148
KY,2016,White,arson,171
KY,2017,White,arson,177
KY,2018,White,arson,181
KY,2010,Unknown,arson,4
KY,2011,Unknown,arson,10
KY,2012,Unknown,arson,3
KY,2013,Unknown,arson,9
KY,2014,Unknown,arson,12
KY,2015,Unknown,arson,0
KY,2016,Unknown,arson,3
KY,2017,Unknown,arson,5
KY,2018,Unknown,arson,4
KY,2010,Asian,violent-crime,9
KY,2011,Asian,violent-crime,18
KY,2012,Asian,violent-crime,20
KY,2013,Asian,violent-crime,14
KY,2014,Asian,violent-crime,23
KY,2015,Asian,violent-crime,33
KY,2016,Asian,violent-crime,26
KY,2017,Asian,violent-crime,19
KY,2018,Asian,violent-crime,47
KY,2010,Native Hawaiian,violent-crime,0
KY,2011,Native Hawaiian,violent-crime,0
KY,2012,Native Hawaiian,violent-crime,0
KY,2013,Native Hawaiian,violent-crime,0
KY,2014,Native Hawaiian,violent-crime,0
KY,2015,Native Hawaiian,violent-crime,0
KY,2016,Native Hawaiian,violent-crime,0
KY,2017,Native Hawaiian,violent-crime,0
KY,2018,Native Hawaiian,violent-crime,0
KY,2010,Black or African American,violent-crime,1191
KY,2011,Black or African American,violent-crime,1498
KY,2012,Black or African American,violent-crime,2135
KY,2013,Black or African American,violent-crime,2002
KY,2014,Black or African American,violent-crime,3043
KY,2015,Black or African American,violent-crime,4417
KY,2016,Black or African American,violent-crime,4624
KY,2017,Black or African American,violent-crime,4382
KY,2018,Black or African American,violent-crime,3690
KY,2010,American Indian or Alaska Native,violent-crime,8
KY,2011,American Indian or Alaska Native,violent-crime,4
KY,2012,American Indian or Alaska Native,violent-crime,3
KY,2013,American Indian or Alaska Native,violent-crime,2
KY,2014,American Indian or Alaska Native,violent-crime,2
KY,2015,American Indian or Alaska Native,violent-crime,12
KY,2016,American Indian or Alaska Native,violent-crime,7
KY,2017,American Indian or Alaska Native,violent-crime,9
KY,2018,American Indian or Alaska Native,violent-crime,6
KY,2010,White,violent-crime,3882
KY,2011,White,violent-crime,4322
KY,2012,White,violent-crime,4465
KY,2013,White,violent-crime,4066
KY,2014,White,violent-crime,4586
KY,2015,White,violent-crime,5366
KY,2016,White,violent-crime,5600
KY,2017,White,violent-crime,5537
KY,2018,White,violent-crime,5026
KY,2010,Unknown,violent-crime,141
KY,2011,Unknown,violent-crime,165
KY,2012,Unknown,violent-crime,164
KY,2013,Unknown,violent-crime,190
KY,2014,Unknown,violent-crime,214
KY,2015,Unknown,violent-crime,252
KY,2016,Unknown,violent-crime,265
KY,2017,Unknown,violent-crime,305
KY,2018,Unknown,violent-crime,317
KY,2010,Asian,property-crime,66
KY,2011,Asian,property-crime,92
KY,2012,Asian,property-crime,120
KY,2013,Asian,property-crime,112
KY,2014,Asian,property-crime,136
KY,2015,Asian,property-crime,141
KY,2016,Asian,property-crime,106
KY,2017,Asian,property-crime,152
KY,2018,Asian,property-crime,83
KY,2010,Native Hawaiian,property-crime,0
KY,2011,Native Hawaiian,property-crime,0
KY,2012,Native Hawaiian,property-crime,0
KY,2013,Native Hawaiian,property-crime,0
KY,2014,Native Hawaiian,property-crime,0
KY,2015,Native Hawaiian,property-crime,0
KY,2016,Native Hawaiian,property-crime,0
KY,2017,Native Hawaiian,property-crime,0
KY,2018,Native Hawaiian,property-crime,0
KY,2010,Black or African American,property-crime,3803
KY,2011,Black or African American,property-crime,5235
KY,2012,Black or African American,property-crime,6877
KY,2013,Black or African American,property-crime,7411
KY,2014,Black or African American,property-crime,10621
KY,2015,Black or African American,property-crime,13320
KY,2016,Black or African American,property-crime,13514
KY,2017,Black or African American,property-crime,13476
KY,2018,Black or African American,property-crime,12540
KY,2010,American Indian or Alaska Native,property-crime,20
KY,2011,American Indian or Alaska Native,property-crime,17
KY,2012,American Indian or Alaska Native,property-crime,12
