state,year,offense,gender,count
TX,1999,property-crime,Male,24534
TX,1999,property-crime,Female,19377
TX,1999,property-crime,Unknown,912
TX,1999,rape,Male,76
TX,1999,rape,Female,784
TX,1999,rape,Unknown,2
TX,1999,robbery,Male,1049
TX,1999,robbery,Female,416
TX,1999,robbery,Unknown,5
TX,1999,violent-crime,Male,3006
TX,1999,violent-crime,Female,2222
TX,1999,violent-crime,Unknown,34
TX,2000,aggravated-assault,Male,2145
TX,2000,aggravated-assault,Female,1139
TX,2000,aggravated-assault,Unknown,21
TX,2000,arson,Male,117
TX,2000,arson,Female,85
TX,2000,arson,Unknown,31
TX,2000,burglary,Male,5139
TX,2000,burglary,Female,4315
TX,2000,burglary,Unknown,332
TX,2000,homicide,Male,39
TX,2000,homicide,Female,11
TX,2000,homicide,Unknown,0
TX,2000,larceny,Male,16785
TX,2000,larceny,Female,13963
TX,2000,larceny,Unknown,866
TX,2000,motor-vehicle-theft,Male,2663
TX,2000,motor-vehicle-theft,Female,1418
TX,2000,motor-vehicle-theft,Unknown,102
TX,2000,property-crime,Male,24704
TX,2000,property-crime,Female,19781
TX,2000,property-crime,Unknown,1331
TX,2000,rape,Male,140
TX,2000,rape,Female,1211
TX,2000,rape,Unknown,2
TX,2000,robbery,Male,1155
TX,2000,robbery,Female,441
TX,2000,robbery,Unknown,3
TX,2000,violent-crime,Male,3479
TX,2000,violent-crime,Female,2802
TX,2000,violent-crime,Unknown,26
TX,2001,aggravated-assault,Male,3182
TX,2001,aggravated-assault,Female,1850
TX,2001,aggravated-assault,Unknown,23
TX,2001,arson,Male,198
TX,2001,arson,Female,125
TX,2001,arson,Unknown,37
TX,2001,burglary,Male,7272
TX,2001,burglary,Female,6137
TX,2001,burglary,Unknown,347
TX,2001,homicide,Male,54
TX,2001,homicide,Female,20
TX,2001,homicide,Unknown,0
TX,2001,larceny,Male,24713
TX,2001,larceny,Female,20208
TX,2001,larceny,Unknown,951
TX,2001,motor-vehicle-theft,Male,4103
TX,2001,motor-vehicle-theft,Female,2069
TX,2001,motor-vehicle-theft,Unknown,112
TX,2001,property-crime,Male,36286
TX,2001,property-crime,Female,28539
TX,2001,property-crime,Unknown,1447
TX,2001,rape,Male,184
TX,2001,rape,Female,1323
TX,2001,rape,Unknown,4
TX,2001,robbery,Male,1740
TX,2001,robbery,Female,750
TX,2001,robbery,Unknown,2
TX,2001,violent-crime,Male,5160
TX,2001,violent-crime,Female,3943
TX,2001,violent-crime,Unknown,29
TX,2002,aggravated-assault,Male,3689
TX,2002,aggravated-assault,Female,1913
TX,2002,aggravated-assault,Unknown,30
TX,2002,arson,Male,238
TX,2002,arson,Female,129
TX,2002,arson,Unknown,39
TX,2002,burglary,Male,8305
TX,2002,burglary,Female,6923
TX,2002,burglary,Unknown,300
TX,2002,homicide,Male,45
TX,2002,homicide,Female,25
TX,2002,homicide,Unknown,1
TX,2002,larceny,Male,28785
TX,2002,larceny,Female,23181
TX,2002,larceny,Unknown,960
TX,2002,motor-vehicle-theft,Male,4488
TX,2002,motor-vehicle-theft,Female,2272
TX,2002,motor-vehicle-theft,Unknown,123
TX,2002,property-crime,Male,41816
TX,2002,property-crime,Female,32505
TX,2002,property-crime,Unknown,1422
TX,2002,rape,Male,216
TX,2002,rape,Female,1557
TX,2002,rape,Unknown,3
TX,2002,robbery,Male,1947
TX,2002,robbery,Female,827
TX,2002,robbery,Unknown,6
TX,2002,violent-crime,Male,5897
TX,2002,violent-crime,Female,4322
TX,2002,violent-crime,Unknown,40
TX,2003,aggravated-assault,Male,2867
TX,2003,aggravated-assault,Female,1677
TX,2003,aggravated-assault,Unknown,4
TX,2003,arson,Male,121
TX,2003,arson,Female,74
TX,2003,arson,Unknown,11
TX,2003,burglary,Male,6781
TX,2003,burglary,Female,5597
TX,2003,burglary,Unknown,65
TX,2003,homicide,Male,55
TX,2003,homicide,Female,27
TX,2003,homicide,Unknown,0
TX,2003,larceny,Male,21169
TX,2003,larceny,Female,17163
TX,2003,larceny,Unknown,189
TX,2003,motor-vehicle-theft,Male,3222
TX,2003,motor-vehicle-theft,Female,1875
TX,2003,motor-vehicle-theft,Unknown,27
TX,2003,property-crime,Male,31293
TX,2003,property-crime,Female,24709
TX,2003,property-crime,Unknown,292
TX,2003,rape,Male,141
TX,2003,rape,Female,1164
TX,2003,rape,Unknown,3
TX,2003,robbery,Male,1232
TX,2003,robbery,Female,651
TX,2003,robbery,Unknown,1
TX,2003,violent-crime,Male,4295
TX,2003,violent-crime,Female,3519
TX,2003,violent-crime,Unknown,8
TX,2004,aggravated-assault,Male,2872
TX,2004,aggravated-assault,Female,1714
TX,2004,aggravated-assault,Unknown,9
TX,2004,arson,Male,100
TX,2004,arson,Female,61
TX,2004,arson,Unknown,7
TX,2004,burglary,Male,6850
TX,2004,burglary,Female,5356
TX,2004,burglary,Unknown,35
TX,2004,homicide,Male,41
TX,2004,homicide,Female,24
TX,2004,homicide,Unknown,0
TX,2004,larceny,Male,21630
TX,2004,larceny,Female,17048
TX,2004,larceny,Unknown,114
TX,2004,motor-vehicle-theft,Male,3068
TX,2004,motor-vehicle-theft,Female,1900
TX,2004,motor-vehicle-theft,Unknown,8
TX,2004,property-crime,Male,31648
TX,2004,property-crime,Female,24365
TX,2004,property-crime,Unknown,164
TX,2004,rape,Male,165
TX,2004,rape,Female,1165
TX,2004,rape,Unknown,2
TX,2004,robbery,Male,1155
TX,2004,robbery,Female,656
TX,2004,robbery,Unknown,1
TX,2004,violent-crime,Male,4233
TX,2004,violent-crime,Female,3559
TX,2004,violent-crime,Unknown,12
TX,2005,aggravated-assault,Male,4275
TX,2005,aggravated-assault,Female,2540
TX,2005,aggravated-assault,Unknown,12
TX,2005,arson,Male,130
TX,2005,arson,Female,81
TX,2005,arson,Unknown,8
TX,2005,burglary,Male,8373
TX,2005,burglary,Female,7134
TX,2005,burglary,Unknown,47
TX,2005,homicide,Male,57
TX,2005,homicide,Female,28
TX,2005,homicide,Unknown,0
TX,2005,larceny,Male,27074
TX,2005,larceny,Female,22861
TX,2005,larceny,Unknown,103
TX,2005,motor-vehicle-theft,Male,4872
TX,2005,motor-vehicle-theft,Female,2814
TX,2005,motor-vehicle-theft,Unknown,19
TX,2005,property-crime,Male,40449
TX,2005,property-crime,Female,32890
TX,2005,property-crime,Unknown,177
TX,2005,rape,Male,224
TX,2005,rape,Female,1614
TX,2005,rape,Unknown,5
TX,2005,robbery,Male,1482
TX,2005,robbery,Female,726
TX,2005,robbery,Unknown,0
TX,2005,violent-crime,Male,6038
TX,2005,violent-crime,Female,4908
TX,2005,violent-crime,Unknown,17
TX,2006,aggravated-assault,Male,6275
TX,2006,aggravated-assault,Female,3746
TX,2006,aggravated-assault,Unknown,43
TX,2006,arson,Male,184
TX,2006,arson,Female,145
TX,2006,arson,Unknown,73
TX,2006,burglary,Male,12635
TX,2006,burglary,Female,10726
TX,2006,burglary,Unknown,66
TX,2006,homicide,Male,100
TX,2006,homicide,Female,35
TX,2006,homicide,Unknown,0
TX,2006,larceny,Male,39452
TX,2006,larceny,Female,33451
TX,2006,larceny,Unknown,254
TX,2006,motor-vehicle-theft,Male,7642
TX,2006,motor-vehicle-theft,Female,4310
TX,2006,motor-vehicle-theft,Unknown,48
TX,2006,property-crime,Male,59913
TX,2006,property-crime,Female,48632
TX,2006,property-crime,Unknown,441
TX,2006,rape,Male,344
TX,2006,rape,Female,2092
TX,2006,rape,Unknown,1
TX,2006,robbery,Male,2832
TX,2006,robbery,Female,1371
TX,2006,robbery,Unknown,1
TX,2006,violent-crime,Male,9551
TX,2006,violent-crime,Female,7244
TX,2006,violent-crime,Unknown,45
TX,2007,aggravated-assault,Male,6188
TX,2007,aggravated-assault,Female,3528
TX,2007,aggravated-assault,Unknown,25
TX,2007,arson,Male,191
TX,2007,arson,Female,149
TX,2007,arson,Unknown,41
TX,2007,burglary,Male,13169
TX,2007,burglary,Female,11146
TX,2007,burglary,Unknown,82
TX,2007,homicide,Male,97
TX,2007,homicide,Female,40
TX,2007,homicide,Unknown,0
TX,2007,larceny,Male,39541
TX,2007,larceny,Female,32627
TX,2007,larceny,Unknown,217
TX,2007,motor-vehicle-theft,Male,6380
TX,2007,motor-vehicle-theft,Female,3600
TX,2007,motor-vehicle-theft,Unknown,17
TX,2007,property-crime,Male,59281
TX,2007,property-crime,Female,47522
TX,2007,property-crime,Unknown,357
TX,2007,rape,Male,252
TX,2007,rape,Female,2097
TX,2007,rape,Unknown,0
TX,2007,robbery,Male,3188
TX,2007,robbery,Female,1544
TX,2007,robbery,Unknown,5
TX,2007,violent-crime,Male,9725
TX,2007,violent-crime,Female,7209
TX,2007,violent-crime,Unknown,30
TX,2008,aggravated-assault,Male,5420
TX,2008,aggravated-assault,Female,3223
TX,2008,aggravated-assault,Unknown,51
TX,2008,arson,Male,182
TX,2008,arson,Female,120
TX,2008,arson,Unknown,48
TX,2008,burglary,Male,12976
TX,2008,burglary,Female,11189
TX,2008,burglary,Unknown,80
TX,2008,homicide,Male,100
TX,2008,homicide,Female,30
TX,2008,homicide,Unknown,1
TX,2008,larceny,Male,36820
TX,2008,larceny,Female,29383
TX,2008,larceny,Unknown,193
TX,2008,motor-vehicle-theft,Male,4947
TX,2008,motor-vehicle-theft,Female,2729
TX,2008,motor-vehicle-theft,Unknown,21
TX,2008,property-crime,Male,54925
TX,2008,property-crime,Female,43421
TX,2008,property-crime,Unknown,342
TX,2008,rape,Male,243
TX,2008,rape,Female,1914
TX,2008,rape,Unknown,1
TX,2008,robbery,Male,3046
TX,2008,robbery,Female,1502
TX,2008,robbery,Unknown,5
TX,2008,violent-crime,Male,8809
TX,2008,violent-crime,Female,6669
TX,2008,violent-crime,Unknown,58
TX,2009,aggravated-assault,Male,4998
TX,2009,aggravated-assault,Female,2991
TX,2009,aggravated-assault,Unknown,30
TX,2009,arson,Male,184
TX,2009,arson,Female,136
TX,2009,arson,Unknown,38
TX,2009,burglary,Male,14009
TX,2009,burglary,Female,12062
TX,2009,burglary,Unknown,93
TX,2009,homicide,Male,87
TX,2009,homicide,Female,30
TX,2009,homicide,Unknown,0
TX,2009,larceny,Male,37526
TX,2009,larceny,Female,30142
TX,2009,larceny,Unknown,182
TX,2009,motor-vehicle-theft,Male,4680
TX,2009,motor-vehicle-theft,Female,2438
TX,2009,motor-vehicle-theft,Unknown,13
TX,2009,property-crime,Male,56399
TX,2009,property-crime,Female,44778
TX,2009,property-crime,Unknown,326
TX,2009,rape,Male,200
TX,2009,rape,Female,1865
TX,2009,rape,Unknown,0
TX,2009,robbery,Male,2810
TX,2009,robbery,Female,1453
TX,2009,robbery,Unknown,0
TX,2009,violent-crime,Male,8095
TX,2009,violent-crime,Female,6339
TX,2009,violent-crime,Unknown,30
TX,2010,aggravated-assault,Male,4782
TX,2010,aggravated-assault,Female,3261
TX,2010,aggravated-assault,Unknown,26
TX,2010,arson,Male,133
TX,2010,arson,Female,116
TX,2010,arson,Unknown,39
TX,2010,burglary,Male,12552
TX,2010,burglary,Female,11224
TX,2010,burglary,Unknown,65
TX,2010,homicide,Male,102
TX,2010,homicide,Female,39
TX,2010,homicide,Unknown,0
TX,2010,larceny,Male,34797
TX,2010,larceny,Female,28941
TX,2010,larceny,Unknown,256
TX,2010,motor-vehicle-theft,Male,4414
TX,2010,motor-vehicle-theft,Female,2369
TX,2010,motor-vehicle-theft,Unknown,24
TX,2010,property-crime,Male,51896
TX,2010,property-crime,Female,42650
TX,2010,property-crime,Unknown,384
TX,2010,rape,Male,221
TX,2010,rape,Female,1729
TX,2010,rape,Unknown,1
TX,2010,robbery,Male,2547
TX,2010,robbery,Female,1197
TX,2010,robbery,Unknown,3
TX,2010,violent-crime,Male,7652
TX,2010,violent-crime,Female,6226
TX,2010,violent-crime,Unknown,30
TX,2011,aggravated-assault,Male,4656
TX,2011,aggravated-assault,Female,3119
TX,2011,aggravated-assault,Unknown,17
TX,2011,arson,Male,146
TX,2011,arson,Female,116
TX,2011,arson,Unknown,28
TX,2011,burglary,Male,12654
TX,2011,burglary,Female,11823
TX,2011,burglary,Unknown,84
TX,2011,homicide,Male,81
TX,2011,homicide,Female,25
TX,2011,homicide,Unknown,0
TX,2011,larceny,Male,31296
TX,2011,larceny,Female,26773
TX,2011,larceny,Unknown,203
TX,2011,motor-vehicle-theft,Male,4123
TX,2011,motor-vehicle-theft,Female,2110
TX,2011,motor-vehicle-theft,Unknown,16
TX,2011,property-crime,Male,48219
TX,2011,property-crime,Female,40822
TX,2011,property-crime,Unknown,331
TX,2011,rape,Male,214
TX,2011,rape,Female,1626
TX,2011,rape,Unknown,0
TX,2011,robbery,Male,2336
TX,2011,robbery,Female,1078
TX,2011,robbery,Unknown,1
TX,2011,violent-crime,Male,7287
TX,2011,violent-crime,Female,5848
TX,2011,violent-crime,Unknown,18
TX,2012,aggravated-assault,Male,4359
TX,2012,aggravated-assault,Female,3233
TX,2012,aggravated-assault,Unknown,16
TX,2012,arson,Male,119
TX,2012,arson,Female,112
TX,2012,arson,Unknown,43
TX,2012,burglary,Male,11112
TX,2012,burglary,Female,10598
TX,2012,burglary,Unknown,127
TX,2012,homicide,Male,66
TX,2012,homicide,Female,32
TX,2012,homicide,Unknown,0
TX,2012,larceny,Male,27756
TX,2012,larceny,Female,24588
TX,2012,larceny,Unknown,211
TX,2012,motor-vehicle-theft,Male,3737
TX,2012,motor-vehicle-theft,Female,2074
TX,2012,motor-vehicle-theft,Unknown,18
TX,2012,property-crime,Male,42724
TX,2012,property-crime,Female,37372
TX,2012,property-crime,Unknown,399
TX,2012,rape,Male,210
TX,2012,rape,Female,1721
TX,2012,rape,Unknown,0
TX,2012,robbery,Male,2057
TX,2012,robbery,Female,1072
TX,2012,robbery,Unknown,1
TX,2012,violent-crime,Male,6692
TX,2012,violent-crime,Female,6058
TX,2012,violent-crime,Unknown,17
TX,2013,aggravated-assault,Male,3834
TX,2013,aggravated-assault,Female,2968
TX,2013,aggravated-assault,Unknown,16
TX,2013,arson,Male,112
TX,2013,arson,Female,113
TX,2013,arson,Unknown,47
TX,2013,burglary,Male,9750
TX,2013,burglary,Female,9445
TX,2013,burglary,Unknown,108
TX,2013,homicide,Male,81
TX,2013,homicide,Female,27
TX,2013,homicide,Unknown,0
TX,2013,larceny,Male,25700
TX,2013,larceny,Female,23116
TX,2013,larceny,Unknown,190
TX,2013,motor-vehicle-theft,Male,3665
TX,2013,motor-vehicle-theft,Female,2035
TX,2013,motor-vehicle-theft,Unknown,15
TX,2013,property-crime,Male,39227
TX,2013,property-crime,Female,34709
TX,2013,property-crime,Unknown,360
TX,2013,rape,Male,198
TX,2013,rape,Female,1578
TX,2013,rape,Unknown,0
TX,2013,robbery,Male,1964
TX,2013,robbery,Female,1041
TX,2013,robbery,Unknown,6
TX,2013,violent-crime,Male,6077
TX,2013,violent-crime,Female,5614
TX,2013,violent-crime,Unknown,22
TX,2014,aggravated-assault,Male,3955
TX,2014,aggravated-assault,Female,2930
TX,2014,aggravated-assault,Unknown,21
TX,2014,arson,Male,119
TX,2014,arson,Female,103
TX,2014,arson,Unknown,44
TX,2014,burglary,Male,8827
TX,2014,burglary,Female,8380
TX,2014,burglary,Unknown,76
TX,2014,homicide,Male,82
TX,2014,homicide,Female,41
TX,2014,homicide,Unknown,0
TX,2014,larceny,Male,25040
TX,2014,larceny,Female,22711
TX,2014,larceny,Unknown,234
TX,2014,motor-vehicle-theft,Male,3814
TX,2014,motor-vehicle-theft,Female,2159
TX,2014,motor-vehicle-theft,Unknown,23
TX,2014,property-crime,Male,37800
TX,2014,property-crime,Female,33353
TX,2014,property-crime,Unknown,377
TX,2014,rape,Male,183
TX,2014,rape,Female,1611
TX,2014,rape,Unknown,2
TX,2014,robbery,Male,1917
TX,2014,robbery,Female,1036
TX,2014,robbery,Unknown,4
TX,2014,violent-crime,Male,6137
TX,2014,violent-crime,Female,5618
TX,2014,violent-crime,Unknown,27
TX,2015,aggravated-assault,Male,4228
TX,2015,aggravated-assault,Female,3030
TX,2015,aggravated-assault,Unknown,14
TX,2015,arson,Male,129
TX,2015,arson,Female,78
TX,2015,arson,Unknown,34
TX,2015,burglary,Male,8810
TX,2015,burglary,Female,7903
TX,2015,burglary,Unknown,34
TX,2015,homicide,Male,90
TX,2015,homicide,Female,33
TX,2015,homicide,Unknown,0
TX,2015,larceny,Male,26313
TX,2015,larceny,Female,23001
TX,2015,larceny,Unknown,168
TX,2015,motor-vehicle-theft,Male,3886
TX,2015,motor-vehicle-theft,Female,2237
TX,2015,motor-vehicle-theft,Unknown,18
TX,2015,property-crime,Male,39138
TX,2015,property-crime,Female,33219
TX,2015,property-crime,Unknown,254
TX,2015,rape,Male,209
TX,2015,rape,Female,1687
TX,2015,rape,Unknown,0
TX,2015,robbery,Male,1900
TX,2015,robbery,Female,972
TX,2015,robbery,Unknown,3
TX,2015,violent-crime,Male,6427
TX,2015,violent-crime,Female,5722
TX,2015,violent-crime,Unknown,17
TX,2016,aggravated-assault,Male,4482
TX,2016,aggravated-assault,Female,3278
TX,2016,aggravated-assault,Unknown,15
TX,2016,arson,Male,118
TX,2016,arson,Female,116
TX,2016,arson,Unknown,41
TX,2016,burglary,Male,8715
TX,2016,burglary,Female,7515
TX,2016,burglary,Unknown,51
TX,2016,homicide,Male,101
TX,2016,homicide,Female,45
TX,2016,homicide,Unknown,2
TX,2016,larceny,Male,27571
TX,2016,larceny,Female,23836
TX,2016,larceny,Unknown,273
TX,2016,motor-vehicle-theft,Male,4421
TX,2016,motor-vehicle-theft,Female,2396
TX,2016,motor-vehicle-theft,Unknown,31
TX,2016,property-crime,Male,40825
TX,2016,property-crime,Female,33863
TX,2016,property-crime,Unknown,396
TX,2016,rape,Male,227
TX,2016,rape,Female,1797
TX,2016,rape,Unknown,1
TX,2016,robbery,Male,2153
TX,2016,robbery,Female,1105
TX,2016,robbery,Unknown,6
TX,2016,violent-crime,Male,6963
TX,2016,violent-crime,Female,6225
TX,2016,violent-crime,Unknown,24
TX,2017,aggravated-assault,Male,6394
TX,2017,aggravated-assault,Female,5085
TX,2017,aggravated-assault,Unknown,34
TX,2017,arson,Male,167
TX,2017,arson,Female,154
TX,2017,arson,Unknown,25
TX,2017,burglary,Male,10571
TX,2017,burglary,Female,9086
TX,2017,burglary,Unknown,85
TX,2017,homicide,Male,161
TX,2017,homicide,Female,60
TX,2017,homicide,Unknown,0
TX,2017,larceny,Male,35962
TX,2017,larceny,Female,30755
TX,2017,larceny,Unknown,326
TX,2017,motor-vehicle-theft,Male,6189
TX,2017,motor-vehicle-theft,Female,3528
TX,2017,motor-vehicle-theft,Unknown,50
TX,2017,property-crime,Male,52889
TX,2017,property-crime,Female,43523
TX,2017,property-crime,Unknown,486
TX,2017,rape,Male,281
TX,2017,rape,Female,2723
TX,2017,rape,Unknown,2
TX,2017,robbery,Male,2993
TX,2017,robbery,Female,1540
TX,2017,robbery,Unknown,2
TX,2017,violent-crime,Male,9829
TX,2017,violent-crime,Female,9408
TX,2017,violent-crime,Unknown,38
TX,2018,aggravated-assault,Male,16538
TX,2018,aggravated-assault,Female,13350
TX,2018,aggravated-assault,Unknown,81
TX,2018,arson,Male,276
TX,2018,arson,Female,228
TX,2018,arson,Unknown,34
TX,2018,burglary,Male,21772
TX,2018,burglary,Female,18729
TX,2018,burglary,Unknown,144
TX,2018,homicide,Male,420
TX,2018,homicide,Female,138
TX,2018,homicide,Unknown,1
TX,2018,larceny,Male,81355
TX,2018,larceny,Female,66682
TX,2018,larceny,Unknown,789
TX,2018,motor-vehicle-theft,Male,18669
TX,2018,motor-vehicle-theft,Female,9705
TX,2018,motor-vehicle-theft,Unknown,89
TX,2018,property-crime,Male,122072
TX,2018,property-crime,Female,95344
TX,2018,property-crime,Unknown,1056
TX,2018,rape,Male,510
TX,2018,rape,Female,4897
TX,2018,rape,Unknown,0
TX,2018,robbery,Male,10327
TX,2018,robbery,Female,5677
TX,2018,robbery,Unknown,19
TX,2018,violent-crime,Male,27795
TX,2018,violent-crime,Female,24062
TX,2018,violent-crime,Unknown,101
UT,1993,aggravated-assault,Male,142
UT,1993,aggravated-assault,Female,56
UT,1993,aggravated-assault,Unknown,7
UT,1993,arson,Male,23
UT,1993,arson,Female,9
UT,1993,arson,Unknown,3
UT,1993,burglary,Male,472
UT,1993,burglary,Female,281
UT,1993,burglary,Unknown,21
UT,1993,homicide,Male,9
UT,1993,homicide,Female,3
UT,1993,homicide,Unknown,0
UT,1993,larceny,Male,1784
UT,1993,larceny,Female,1084
UT,1993,larceny,Unknown,77
UT,1993,motor-vehicle-theft,Male,164
UT,1993,motor-vehicle-theft,Female,94
UT,1993,motor-vehicle-theft,Unknown,12
UT,1993,property-crime,Male,2443
UT,1993,property-crime,Female,1468
UT,1993,property-crime,Unknown,113
UT,1993,rape,Male,12
UT,1993,rape,Female,86
UT,1993,rape,Unknown,0
UT,1993,robbery,Male,17
UT,1993,robbery,Female,9
UT,1993,robbery,Unknown,2
UT,1993,violent-crime,Male,180
UT,1993,violent-crime,Female,154
UT,1993,violent-crime,Unknown,9
UT,1994,aggravated-assault,Male,514
UT,1994,aggravated-assault,Female,222
UT,1994,aggravated-assault,Unknown,4
UT,1994,arson,Male,57
UT,1994,arson,Female,29
UT,1994,arson,Unknown,6
UT,1994,burglary,Male,1937
UT,1994,burglary,Female,1322
UT,1994,burglary,Unknown,59
UT,1994,homicide,Male,7
UT,1994,homicide,Female,6
UT,1994,homicide,Unknown,2
UT,1994,larceny,Male,8130
UT,1994,larceny,Female,4954
UT,1994,larceny,Unknown,246
UT,1994,motor-vehicle-theft,Male,732
UT,1994,motor-vehicle-theft,Female,363
UT,1994,motor-vehicle-theft,Unknown,21
UT,1994,property-crime,Male,10856
UT,1994,property-crime,Female,6668
UT,1994,property-crime,Unknown,332
UT,1994,rape,Male,47
UT,1994,rape,Female,238
UT,1994,rape,Unknown,1
UT,1994,robbery,Male,85
UT,1994,robbery,Female,47
UT,1994,robbery,Unknown,2
UT,1994,violent-crime,Male,653
UT,1994,violent-crime,Female,513
UT,1994,violent-crime,Unknown,9
UT,1995,aggravated-assault,Male,710
UT,1995,aggravated-assault,Female,309
UT,1995,aggravated-assault,Unknown,6
UT,1995,arson,Male,58
UT,1995,arson,Female,32
UT,1995,arson,Unknown,1
UT,1995,burglary,Male,2306
UT,1995,burglary,Female,1548
UT,1995,burglary,Unknown,46
UT,1995,homicide,Male,19
UT,1995,homicide,Female,8
UT,1995,homicide,Unknown,0
UT,1995,larceny,Male,11321
UT,1995,larceny,Female,7213
UT,1995,larceny,Unknown,165
UT,1995,motor-vehicle-theft,Male,988
UT,1995,motor-vehicle-theft,Female,461
UT,1995,motor-vehicle-theft,Unknown,24
UT,1995,property-crime,Male,14673
UT,1995,property-crime,Female,9254
UT,1995,property-crime,Unknown,236
UT,1995,rape,Male,73
UT,1995,rape,Female,299
UT,1995,rape,Unknown,1
UT,1995,robbery,Male,114
UT,1995,robbery,Female,56
UT,1995,robbery,Unknown,0
UT,1995,violent-crime,Male,916
UT,1995,violent-crime,Female,672
UT,1995,violent-crime,Unknown,7
UT,1996,aggravated-assault,Male,690
UT,1996,aggravated-assault,Female,317
UT,1996,aggravated-assault,Unknown,5
UT,1996,arson,Male,61
UT,1996,arson,Female,32
UT,1996,arson,Unknown,4
UT,1996,burglary,Male,2397
UT,1996,burglary,Female,1580
UT,1996,burglary,Unknown,36
UT,1996,homicide,Male,8
UT,1996,homicide,Female,7
UT,1996,homicide,Unknown,0
UT,1996,larceny,Male,11145
UT,1996,larceny,Female,7002
UT,1996,larceny,Unknown,130
UT,1996,motor-vehicle-theft,Male,985
UT,1996,motor-vehicle-theft,Female,595
UT,1996,motor-vehicle-theft,Unknown,21
UT,1996,property-crime,Male,14588
UT,1996,property-crime,Female,9209
UT,1996,property-crime,Unknown,191
UT,1996,rape,Male,73
UT,1996,rape,Female,314
UT,1996,rape,Unknown,1
UT,1996,robbery,Male,113
UT,1996,robbery,Female,59
UT,1996,robbery,Unknown,0
UT,1996,violent-crime,Male,884
UT,1996,violent-crime,Female,697
UT,1996,violent-crime,Unknown,6
UT,1997,aggravated-assault,Male,1028
UT,1997,aggravated-assault,Female,496
UT,1997,aggravated-assault,Unknown,3
UT,1997,arson,Male,68
UT,1997,arson,Female,41
UT,1997,arson,Unknown,5
UT,1997,burglary,Male,3235
UT,1997,burglary,Female,2125
UT,1997,burglary,Unknown,63
UT,1997,homicide,Male,23
UT,1997,homicide,Female,7
UT,1997,homicide,Unknown,0
UT,1997,larceny,Male,13849
UT,1997,larceny,Female,9003
UT,1997,larceny,Unknown,212
UT,1997,motor-vehicle-theft,Male,1429
UT,1997,motor-vehicle-theft,Female,797
UT,1997,motor-vehicle-theft,Unknown,23
UT,1997,property-crime,Male,18581
UT,1997,property-crime,Female,11966
UT,1997,property-crime,Unknown,303
UT,1997,rape,Male,73
UT,1997,rape,Female,481
UT,1997,rape,Unknown,1
UT,1997,robbery,Male,207
UT,1997,robbery,Female,91
UT,1997,robbery,Unknown,2
UT,1997,violent-crime,Male,1331
UT,1997,violent-crime,Female,1075
UT,1997,violent-crime,Unknown,6
UT,1998,aggravated-assault,Male,1039
UT,1998,aggravated-assault,Female,517
UT,1998,aggravated-assault,Unknown,11
UT,1998,arson,Male,85
UT,1998,arson,Female,45
UT,1998,arson,Unknown,3
UT,1998,burglary,Male,3051
UT,1998,burglary,Female,2149
UT,1998,burglary,Unknown,38
UT,1998,homicide,Male,9
UT,1998,homicide,Female,16
UT,1998,homicide,Unknown,1
UT,1998,larceny,Male,14238
UT,1998,larceny,Female,9552
UT,1998,larceny,Unknown,229
UT,1998,motor-vehicle-theft,Male,1484
UT,1998,motor-vehicle-theft,Female,898
UT,1998,motor-vehicle-theft,Unknown,44
UT,1998,property-crime,Male,18858
UT,1998,property-crime,Female,12644
UT,1998,property-crime,Unknown,314
UT,1998,rape,Male,92
UT,1998,rape,Female,472
UT,1998,rape,Unknown,0
UT,1998,robbery,Male,238
UT,1998,robbery,Female,137
UT,1998,robbery,Unknown,2
UT,1998,violent-crime,Male,1378
UT,1998,violent-crime,Female,1142
UT,1998,violent-crime,Unknown,14
UT,1999,aggravated-assault,Male,988
UT,1999,aggravated-assault,Female,520
UT,1999,aggravated-assault,Unknown,9
UT,1999,arson,Male,81
UT,1999,arson,Female,50
UT,1999,arson,Unknown,8
UT,1999,burglary,Male,3132
UT,1999,burglary,Female,2317
UT,1999,burglary,Unknown,36
UT,1999,homicide,Male,13
UT,1999,homicide,Female,10
UT,1999,homicide,Unknown,0
UT,1999,larceny,Male,15373
UT,1999,larceny,Female,10954
UT,1999,larceny,Unknown,249
UT,1999,motor-vehicle-theft,Male,1775
UT,1999,motor-vehicle-theft,Female,1026
UT,1999,motor-vehicle-theft,Unknown,52
UT,1999,property-crime,Male,20361
UT,1999,property-crime,Female,14347
UT,1999,property-crime,Unknown,345
UT,1999,rape,Male,119
UT,1999,rape,Female,543
UT,1999,rape,Unknown,0
UT,1999,robbery,Male,265
UT,1999,robbery,Female,139
UT,1999,robbery,Unknown,0
UT,1999,violent-crime,Male,1385
UT,1999,violent-crime,Female,1212
UT,1999,violent-crime,Unknown,9
UT,2000,aggravated-assault,Male,983
UT,2000,aggravated-assault,Female,511
UT,2000,aggravated-assault,Unknown,8
UT,2000,arson,Male,89
UT,2000,arson,Female,61
UT,2000,arson,Unknown,11
UT,2000,burglary,Male,3231
UT,2000,burglary,Female,2166
UT,2000,burglary,Unknown,45
UT,2000,homicide,Male,26
UT,2000,homicide,Female,5
UT,2000,homicide,Unknown,0
UT,2000,larceny,Male,14628
UT,2000,larceny,Female,10807
UT,2000,larceny,Unknown,203
UT,2000,motor-vehicle-theft,Male,1636
UT,2000,motor-vehicle-theft,Female,932
